transaction_id,items
765,"[np.str_('Banana'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Potato'), np.str_('Tea')]"
766,"[np.str_('Potato'), np.str_('Soda')]"
767,"[np.str_('Orange'), np.str_('Potato'), np.str_('Toothpaste')]"
768,"[np.str_('Chicken'), np.str_('Toothpaste')]"
769,"[np.str_('Beef'), np.str_('Water')]"
770,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Potato')]"
771,"[np.str_('Juice'), np.str_('Tea'), np.str_('Toothpaste'), np.str_('Yogurt')]"
772,"[np.str_('Butter'), np.str_('Potato'), np.str_('Tomato'), np.str_('Toothpaste'), np.str_('Water')]"
773,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Shampoo'), np.str_('Tea')]"
774,"[np.str_('Pork'), np.str_('Toothpaste')]"
775,"[np.str_('Beef'), np.str_('Cake'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Juice'), np.str_('Pork'), np.str_('Potato')]"
776,"[np.str_('Apple'), np.str_('Detergent'), np.str_('Yogurt')]"
777,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Juice'), np.str_('Toilet Paper')]"
778,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
779,"[np.str_('Bagel'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Pork'), np.str_('Shampoo')]"
780,"[np.str_('Beef'), np.str_('Detergent'), np.str_('Orange'), np.str_('Tomato')]"
781,"[np.str_('Banana'), np.str_('Beef'), np.str_('Cheese'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
782,"[np.str_('Chicken'), np.str_('Coffee'), np.str_('Milk'), np.str_('Soap'), np.str_('Toilet Paper')]"
783,"[np.str_('Butter'), np.str_('Coffee'), np.str_('Soap'), np.str_('Toilet Paper')]"
784,"[np.str_('Potato'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tomato')]"
785,"[np.str_('Carrot'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Fish'), np.str_('Potato'), np.str_('Soda'), np.str_('Tomato')]"
786,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Water')]"
787,"[np.str_('Apple'), np.str_('Bread'), np.str_('Butter'), np.str_('Carrot'), np.str_('Lettuce')]"
788,"[np.str_('Apple'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toothpaste')]"
789,"[np.str_('Apple'), np.str_('Bread'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Water')]"
790,"[np.str_('Chicken'), np.str_('Croissant')]"
791,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Orange'), np.str_('Soap'), np.str_('Soda')]"
792,"[np.str_('Croissant'), np.str_('Pork'), np.str_('Yogurt')]"
793,"[np.str_('Butter'), np.str_('Fish'), np.str_('Tea')]"
794,"[np.str_('Coffee'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Soda'), np.str_('Toothpaste')]"
795,"[np.str_('Chicken'), np.str_('Lettuce'), np.str_('Shampoo')]"
796,"[np.str_('Banana'), np.str_('Cake'), np.str_('Eggs'), np.str_('Fish'), np.str_('Pork'), np.str_('Tea')]"
797,"[np.str_('Cake'), np.str_('Detergent'), np.str_('Juice'), np.str_('Milk'), np.str_('Tea')]"
798,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Orange'), np.str_('Soap'), np.str_('Tea'), np.str_('Toilet Paper')]"
799,"[np.str_('Cake'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Tomato')]"
800,"[np.str_('Detergent'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toilet Paper')]"
801,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Yogurt')]"
802,"[np.str_('Bread'), np.str_('Cake'), np.str_('Chicken'), np.str_('Tea')]"
803,"[np.str_('Juice'), np.str_('Tea'), np.str_('Tomato')]"
804,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Tomato')]"
805,"[np.str_('Banana'), np.str_('Butter'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Toilet Paper')]"
806,"[np.str_('Eggs'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Water')]"
807,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Toothpaste')]"
808,"[np.str_('Bread'), np.str_('Cake'), np.str_('Juice'), np.str_('Potato'), np.str_('Water')]"
809,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Juice'), np.str_('Lettuce')]"
810,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Pork'), np.str_('Water')]"
811,"[np.str_('Butter'), np.str_('Cake'), np.str_('Croissant'), np.str_('Fish'), np.str_('Milk'), np.str_('Potato'), np.str_('Toothpaste')]"
812,"[np.str_('Beef'), np.str_('Butter'), np.str_('Eggs'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
813,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Fish')]"
814,"[np.str_('Cake'), np.str_('Shampoo'), np.str_('Toothpaste')]"
815,"[np.str_('Croissant'), np.str_('Lettuce'), np.str_('Water')]"
816,"[np.str_('Carrot'), np.str_('Chicken'), np.str_('Tea'), np.str_('Yogurt')]"
817,"[np.str_('Butter'), np.str_('Potato'), np.str_('Water')]"
818,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Tomato')]"
819,"[np.str_('Carrot'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Water')]"
820,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Orange'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Toothpaste')]"
821,"[np.str_('Bagel'), np.str_('Chicken'), np.str_('Pork'), np.str_('Soap'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
822,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Shampoo')]"
823,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Juice'), np.str_('Soap'), np.str_('Tea')]"
824,"[np.str_('Chicken'), np.str_('Coffee'), np.str_('Orange')]"
825,"[np.str_('Cheese'), np.str_('Orange'), np.str_('Potato'), np.str_('Yogurt')]"
826,"[np.str_('Beef'), np.str_('Bread'), np.str_('Cheese'), np.str_('Juice')]"
827,"[np.str_('Apple'), np.str_('Banana'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Orange'), np.str_('Tomato')]"
828,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Potato'), np.str_('Soap'), np.str_('Soda'), np.str_('Tomato')]"
829,"[np.str_('Bagel'), np.str_('Chicken')]"
830,"[np.str_('Banana'), np.str_('Shampoo')]"
831,"[np.str_('Carrot'), np.str_('Potato'), np.str_('Tea')]"
832,"[np.str_('Lettuce'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
833,"[np.str_('Bread'), np.str_('Cheese'), np.str_('Potato'), np.str_('Tomato'), np.str_('Toothpaste')]"
834,"[np.str_('Chicken'), np.str_('Coffee'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
835,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soda')]"
836,"[np.str_('Apple'), np.str_('Coffee'), np.str_('Fish'), np.str_('Milk'), np.str_('Water')]"
837,"[np.str_('Juice'), np.str_('Tomato')]"
838,"[np.str_('Potato'), np.str_('Shampoo')]"
839,"[np.str_('Fish'), np.str_('Potato')]"
840,"[np.str_('Carrot'), np.str_('Toothpaste')]"
841,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Beef'), np.str_('Toothpaste'), np.str_('Water')]"
842,"[np.str_('Bagel'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Fish'), np.str_('Potato'), np.str_('Soap'), np.str_('Tomato')]"
843,"[np.str_('Beef'), np.str_('Potato'), np.str_('Yogurt')]"
844,"[np.str_('Cake'), np.str_('Tomato')]"
845,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soda')]"
846,"[np.str_('Chicken'), np.str_('Fish'), np.str_('Milk')]"
847,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Yogurt')]"
848,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Fish'), np.str_('Milk')]"
849,"[np.str_('Cheese'), np.str_('Orange'), np.str_('Soap'), np.str_('Water')]"
850,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Orange')]"
851,"[np.str_('Banana'), np.str_('Beef'), np.str_('Juice')]"
852,"[np.str_('Lettuce'), np.str_('Pork')]"
853,"[np.str_('Bagel'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Milk'), np.str_('Soap')]"
854,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Fish'), np.str_('Orange'), np.str_('Potato'), np.str_('Soap')]"
855,"[np.str_('Coffee'), np.str_('Eggs'), np.str_('Soda')]"
856,"[np.str_('Banana'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Yogurt')]"
857,"[np.str_('Apple'), np.str_('Butter'), np.str_('Tomato')]"
858,"[np.str_('Cheese'), np.str_('Milk'), np.str_('Potato')]"
859,"[np.str_('Butter'), np.str_('Fish'), np.str_('Milk'), np.str_('Soap')]"
860,"[np.str_('Butter'), np.str_('Cake'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Pork'), np.str_('Toothpaste')]"
861,"[np.str_('Milk'), np.str_('Toilet Paper')]"
862,"[np.str_('Cake'), np.str_('Detergent'), np.str_('Toothpaste')]"
863,"[np.str_('Potato'), np.str_('Soap'), np.str_('Tea'), np.str_('Toothpaste')]"
864,"[np.str_('Coffee'), np.str_('Milk'), np.str_('Tomato')]"
865,"[np.str_('Bread'), np.str_('Cake'), np.str_('Cheese'), np.str_('Juice'), np.str_('Pork'), np.str_('Tomato'), np.str_('Water')]"
866,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Milk'), np.str_('Soda'), np.str_('Tea'), np.str_('Toilet Paper')]"
867,"[np.str_('Carrot'), np.str_('Coffee'), np.str_('Fish'), np.str_('Milk')]"
868,"[np.str_('Bread'), np.str_('Cake'), np.str_('Shampoo')]"
869,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Yogurt')]"
870,"[np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Juice'), np.str_('Water')]"
871,"[np.str_('Chicken'), np.str_('Croissant'), np.str_('Juice'), np.str_('Orange'), np.str_('Pork'), np.str_('Soap')]"
872,"[np.str_('Banana'), np.str_('Croissant'), np.str_('Shampoo')]"
873,"[np.str_('Carrot'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Yogurt')]"
874,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Water')]"
875,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Tea'), np.str_('Toothpaste')]"
876,"[np.str_('Banana'), np.str_('Beef'), np.str_('Detergent')]"
877,"[np.str_('Apple'), np.str_('Beef'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toothpaste')]"
878,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Toothpaste')]"
879,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Juice'), np.str_('Soda')]"
880,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Pork'), np.str_('Soap'), np.str_('Toothpaste')]"
881,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Fish'), np.str_('Milk'), np.str_('Tea'), np.str_('Tomato')]"
882,"[np.str_('Bread'), np.str_('Butter'), np.str_('Fish'), np.str_('Milk'), np.str_('Potato'), np.str_('Tea')]"
883,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Fish'), np.str_('Milk'), np.str_('Tomato')]"
884,"[np.str_('Apple'), np.str_('Banana'), np.str_('Butter'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Soda')]"
885,"[np.str_('Coffee'), np.str_('Shampoo'), np.str_('Toothpaste')]"
886,"[np.str_('Banana'), np.str_('Eggs'), np.str_('Potato'), np.str_('Soap'), np.str_('Water')]"
887,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Beef'), np.str_('Detergent'), np.str_('Juice'), np.str_('Potato'), np.str_('Soap')]"
888,"[np.str_('Banana'), np.str_('Cheese')]"
889,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Toilet Paper')]"
890,"[np.str_('Butter'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
891,"[np.str_('Carrot'), np.str_('Water'), np.str_('Yogurt')]"
892,"[np.str_('Milk'), np.str_('Water')]"
893,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Banana'), np.str_('Chicken'), np.str_('Tea')]"
894,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Milk'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Water')]"
895,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Potato'), np.str_('Tomato')]"
896,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Juice'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soap')]"
897,"[np.str_('Cake'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Milk'), np.str_('Toilet Paper')]"
898,"[np.str_('Chicken'), np.str_('Pork')]"
899,"[np.str_('Lettuce'), np.str_('Pork'), np.str_('Toilet Paper')]"
900,"[np.str_('Apple'), np.str_('Orange')]"
901,"[np.str_('Cheese'), np.str_('Shampoo')]"
902,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Toothpaste')]"
903,"[np.str_('Banana'), np.str_('Toilet Paper')]"
904,"[np.str_('Orange'), np.str_('Soap'), np.str_('Tea'), np.str_('Tomato'), np.str_('Water')]"
905,"[np.str_('Bread'), np.str_('Butter'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Pork')]"
906,"[np.str_('Butter'), np.str_('Cake'), np.str_('Croissant'), np.str_('Orange'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
907,"[np.str_('Banana'), np.str_('Butter'), np.str_('Coffee'), np.str_('Fish'), np.str_('Soap'), np.str_('Yogurt')]"
908,"[np.str_('Banana'), np.str_('Tomato')]"
909,"[np.str_('Carrot'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Pork')]"
910,"[np.str_('Banana'), np.str_('Cheese')]"
911,"[np.str_('Bread'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Soap'), np.str_('Yogurt')]"
912,"[np.str_('Beef'), np.str_('Cake'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Water')]"
913,"[np.str_('Eggs'), np.str_('Soap'), np.str_('Tea'), np.str_('Water')]"
914,"[np.str_('Butter'), np.str_('Milk')]"
915,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Soap')]"
916,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Yogurt')]"
917,"[np.str_('Shampoo'), np.str_('Tea'), np.str_('Toothpaste')]"
918,"[np.str_('Banana'), np.str_('Juice'), np.str_('Milk'), np.str_('Tea'), np.str_('Toilet Paper')]"
919,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Shampoo'), np.str_('Soap')]"
920,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Fish')]"
921,"[np.str_('Chicken'), np.str_('Juice'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
922,"[np.str_('Carrot'), np.str_('Detergent'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Tea'), np.str_('Water')]"
923,"[np.str_('Apple'), np.str_('Juice'), np.str_('Soap'), np.str_('Soda'), np.str_('Tea')]"
924,"[np.str_('Eggs'), np.str_('Juice'), np.str_('Yogurt')]"
925,"[np.str_('Beef'), np.str_('Bread'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soap')]"
926,"[np.str_('Butter'), np.str_('Cake'), np.str_('Cheese'), np.str_('Tomato'), np.str_('Yogurt')]"
927,"[np.str_('Bread'), np.str_('Croissant'), np.str_('Orange'), np.str_('Yogurt')]"
928,"[np.str_('Apple'), np.str_('Beef'), np.str_('Eggs'), np.str_('Pork'), np.str_('Soap'), np.str_('Tea'), np.str_('Yogurt')]"
929,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Cake'), np.str_('Lettuce')]"
930,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Detergent')]"
931,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Toothpaste')]"
932,"[np.str_('Cheese'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk')]"
933,"[np.str_('Banana'), np.str_('Bread'), np.str_('Cheese'), np.str_('Pork')]"
934,"[np.str_('Fish'), np.str_('Milk'), np.str_('Pork'), np.str_('Potato'), np.str_('Soap'), np.str_('Soda'), np.str_('Tea')]"
935,"[np.str_('Fish'), np.str_('Tomato')]"
936,"[np.str_('Carrot'), np.str_('Chicken'), np.str_('Milk'), np.str_('Yogurt')]"
937,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Milk'), np.str_('Tea'), np.str_('Water'), np.str_('Yogurt')]"
938,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Bread'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Soda')]"
939,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Potato'), np.str_('Water')]"
940,"[np.str_('Beef'), np.str_('Bread'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Lettuce')]"
941,"[np.str_('Bagel'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Tomato')]"
942,"[np.str_('Coffee'), np.str_('Orange'), np.str_('Pork'), np.str_('Soda'), np.str_('Toothpaste')]"
943,"[np.str_('Bread'), np.str_('Cake'), np.str_('Juice'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Yogurt')]"
944,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Chicken'), np.str_('Milk'), np.str_('Potato'), np.str_('Soda'), np.str_('Water')]"
945,"[np.str_('Soda'), np.str_('Tomato'), np.str_('Water')]"
946,"[np.str_('Milk'), np.str_('Shampoo'), np.str_('Toothpaste')]"
947,"[np.str_('Bread'), np.str_('Cake'), np.str_('Orange'), np.str_('Potato'), np.str_('Soda')]"
948,"[np.str_('Croissant'), np.str_('Juice'), np.str_('Soda'), np.str_('Yogurt')]"
949,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Soap')]"
950,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce')]"
951,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Toilet Paper'), np.str_('Water')]"
952,"[np.str_('Banana'), np.str_('Cake'), np.str_('Cheese'), np.str_('Fish'), np.str_('Milk'), np.str_('Tomato')]"
953,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Coffee')]"
954,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Potato')]"
955,"[np.str_('Apple'), np.str_('Bread'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Pork'), np.str_('Soap'), np.str_('Soda')]"
956,"[np.str_('Chicken'), np.str_('Toothpaste')]"
957,"[np.str_('Eggs'), np.str_('Juice'), np.str_('Shampoo')]"
958,"[np.str_('Cake'), np.str_('Fish'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Soap')]"
959,"[np.str_('Apple'), np.str_('Pork'), np.str_('Water')]"
960,"[np.str_('Cake'), np.str_('Coffee'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toothpaste')]"
961,"[np.str_('Cheese'), np.str_('Juice')]"
962,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Bread'), np.str_('Butter'), np.str_('Potato'), np.str_('Toilet Paper')]"
963,"[np.str_('Cheese'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Milk'), np.str_('Yogurt')]"
964,"[np.str_('Beef'), np.str_('Cake'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Tomato')]"
965,"[np.str_('Eggs'), np.str_('Pork'), np.str_('Toilet Paper')]"
966,"[np.str_('Butter'), np.str_('Croissant')]"
967,"[np.str_('Juice'), np.str_('Milk'), np.str_('Orange')]"
968,"[np.str_('Fish'), np.str_('Soap')]"
969,"[np.str_('Chicken'), np.str_('Detergent'), np.str_('Lettuce')]"
970,"[np.str_('Carrot'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
971,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Eggs'), np.str_('Pork'), np.str_('Soap'), np.str_('Soda'), np.str_('Toothpaste')]"
972,"[np.str_('Bread'), np.str_('Fish'), np.str_('Juice'), np.str_('Tomato'), np.str_('Toothpaste')]"
973,"[np.str_('Cake'), np.str_('Lettuce')]"
974,"[np.str_('Cheese'), np.str_('Eggs'), np.str_('Juice')]"
975,"[np.str_('Butter'), np.str_('Juice'), np.str_('Shampoo')]"
976,"[np.str_('Apple'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Soda'), np.str_('Toothpaste')]"
977,"[np.str_('Beef'), np.str_('Cake'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Juice'), np.str_('Soap'), np.str_('Soda')]"
978,"[np.str_('Banana'), np.str_('Butter'), np.str_('Carrot'), np.str_('Fish'), np.str_('Pork'), np.str_('Soap'), np.str_('Water')]"
979,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Yogurt')]"
980,"[np.str_('Cake'), np.str_('Croissant'), np.str_('Fish'), np.str_('Pork')]"
981,"[np.str_('Bread'), np.str_('Cake'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Water'), np.str_('Yogurt')]"
982,"[np.str_('Banana'), np.str_('Coffee'), np.str_('Detergent')]"
983,"[np.str_('Coffee'), np.str_('Orange'), np.str_('Pork'), np.str_('Soap'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
984,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Croissant'), np.str_('Pork')]"
985,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Juice'), np.str_('Water')]"
986,"[np.str_('Beef'), np.str_('Cake'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Juice'), np.str_('Lettuce')]"
987,"[np.str_('Apple'), np.str_('Potato')]"
988,"[np.str_('Butter'), np.str_('Soda'), np.str_('Tomato')]"
989,"[np.str_('Bagel'), np.str_('Eggs'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soap')]"
990,"[np.str_('Croissant'), np.str_('Eggs'), np.str_('Pork'), np.str_('Soap'), np.str_('Soda'), np.str_('Tea')]"
991,"[np.str_('Eggs'), np.str_('Milk'), np.str_('Tea'), np.str_('Water')]"
992,"[np.str_('Cake'), np.str_('Eggs'), np.str_('Fish'), np.str_('Soap'), np.str_('Water')]"
993,"[np.str_('Coffee'), np.str_('Lettuce')]"
994,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Coffee'), np.str_('Juice'), np.str_('Lettuce')]"
995,"[np.str_('Bread'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Tea'), np.str_('Yogurt')]"
996,"[np.str_('Fish'), np.str_('Shampoo')]"
997,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Soda')]"
